timestamp,attraction_id,crowd_score,weather,temperature,rain_flag,holiday_flag,event_flag,day_of_week,hour
2026-03-17 09:00:00,DN015,54,nắng nhẹ,28,0,0,0,Tuesday,9
2026-03-17 09:00:00,DN016,17,nắng nhẹ,28,0,0,0,Tuesday,9
2026-03-17 09:00:00,DN017,43,nắng nhẹ,28,0,0,0,Tuesday,9
2026-03-17 09:00:00,DN018,38,nắng nhẹ,28,0,0,0,Tuesday,9
2026-03-17 09:00:00,DN019,19,nắng nhẹ,28,0,0,0,Tuesday,9
2026-03-17 09:00:00,DN020,39,nắng nhẹ,28,0,0,0,Tuesday,9
2026-03-17 10:00:00,DN001,64,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN002,58,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN003,58,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN004,41,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN005,58,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN006,65,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN007,55,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN008,53,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN009,47,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN010,53,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN011,25,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN012,61,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN013,48,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN014,49,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN015,48,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN016,19,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN017,34,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN018,37,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN019,22,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 10:00:00,DN020,31,nắng nhẹ,28,0,0,0,Tuesday,10
2026-03-17 11:00:00,DN001,61,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN002,59,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN003,50,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN004,37,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN005,70,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN006,82,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN007,46,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN008,52,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN009,54,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN010,54,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN011,24,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN012,59,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN013,42,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN014,55,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN015,50,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN016,28,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN017,44,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN018,39,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN019,14,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 11:00:00,DN020,27,nắng nhẹ,28,0,0,0,Tuesday,11
2026-03-17 12:00:00,DN001,62,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN002,57,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN003,48,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN004,37,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN005,80,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN006,82,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN007,44,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN008,57,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN009,51,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN010,50,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN011,29,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN012,58,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN013,51,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN014,50,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN015,48,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN016,26,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN017,38,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN018,38,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN019,15,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 12:00:00,DN020,29,nắng nhẹ,28,0,0,0,Tuesday,12
2026-03-17 13:00:00,DN001,56,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN002,50,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN003,47,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN004,42,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN005,57,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN006,54,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN007,43,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN008,55,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN009,51,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN010,47,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN011,26,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN012,59,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN013,39,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN014,51,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN015,53,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN016,17,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN017,33,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN018,36,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN019,22,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 13:00:00,DN020,30,nắng nhẹ,28,0,0,0,Tuesday,13
2026-03-17 14:00:00,DN001,59,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN002,56,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN003,55,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN004,43,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN005,60,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN006,62,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN007,51,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN008,49,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN009,55,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN010,54,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN011,33,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN012,53,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN013,43,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN014,50,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN015,50,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN016,25,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN017,37,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN018,43,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN019,17,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 14:00:00,DN020,33,nắng nhẹ,28,0,0,0,Tuesday,14
2026-03-17 15:00:00,DN001,61,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN002,49,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN003,50,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN004,50,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN005,60,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN006,60,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN007,69,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN008,72,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN009,47,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN010,61,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN011,32,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN012,72,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN013,47,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN014,54,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN015,46,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN016,26,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN017,48,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN018,47,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN019,15,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 15:00:00,DN020,23,nắng nhẹ,28,0,0,0,Tuesday,15
2026-03-17 16:00:00,DN001,62,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN002,49,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN003,50,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN004,30,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN005,59,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN006,66,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN007,60,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN008,64,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN009,58,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN010,67,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN011,26,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN012,69,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN013,52,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN014,53,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN015,45,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN016,20,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN017,57,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN018,38,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN019,21,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 16:00:00,DN020,37,nắng nhẹ,28,0,0,0,Tuesday,16
2026-03-17 17:00:00,DN001,74,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN002,71,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN003,46,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN004,33,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN005,54,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN006,64,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN007,65,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN008,70,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN009,61,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN010,71,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN011,25,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN012,76,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN013,48,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN014,63,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN015,59,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN016,20,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN017,46,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN018,59,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN019,24,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 17:00:00,DN020,34,nắng nhẹ,28,0,0,0,Tuesday,17
2026-03-17 18:00:00,DN001,71,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN002,76,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN003,42,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN004,41,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN005,71,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN006,84,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN007,49,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN008,49,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN009,52,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN010,49,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN011,29,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN012,62,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN013,48,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN014,73,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN015,64,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN016,24,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN017,41,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN018,55,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN019,25,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 18:00:00,DN020,27,nắng nhẹ,28,0,0,0,Tuesday,18
2026-03-17 19:00:00,DN001,74,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN002,72,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN003,40,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN004,36,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN005,72,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN006,82,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN007,49,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN008,51,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN009,53,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN010,48,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN011,31,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN012,59,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN013,48,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN014,73,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN015,59,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN016,22,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN017,40,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN018,61,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN019,15,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 19:00:00,DN020,34,nắng nhẹ,28,0,0,0,Tuesday,19
2026-03-17 20:00:00,DN001,81,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN002,64,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN003,46,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN004,31,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN005,76,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN006,73,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN007,47,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN008,47,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN009,55,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN010,48,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN011,26,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN012,61,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN013,46,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN014,73,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN015,61,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN016,18,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN017,38,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN018,57,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN019,19,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 20:00:00,DN020,32,nắng nhẹ,28,0,0,0,Tuesday,20
2026-03-17 21:00:00,DN001,54,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN002,58,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN003,42,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN004,30,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN005,63,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN006,59,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN007,54,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN008,49,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN009,54,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN010,53,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN011,31,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN012,56,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN013,50,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN014,52,nắng nhẹ,28,0,0,0,Tuesday,21
2026-03-17 21:00:00,DN015,55,nắng nhẹ,28,0,0,0,Tuesday,21
